"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
promis_edanx13_qposition,pastor_section_7_of_11,,text,"Question Position",,,integer,,,,"[promis_edanx13_qposition] <> ''",,,,,,
promis_edanx16,pastor_section_7_of_11,EDANX16,radio,"In the past 7 days
I was anxious if my normal routine was disturbed","1, Never | 2, Rarely | 3, Sometimes | 4, Often | 5, Always",,,,,,"[promis_edanx16_qposition] <> ''",,,,,,
promis_edanx16_tscore,pastor_section_7_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_edanx16_qposition] <> ''",,,,,,
promis_edanx16_stderror,pastor_section_7_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_edanx16_qposition] <> ''",,,,,,
promis_edanx16_qposition,pastor_section_7_of_11,,text,"Question Position",,,integer,,,,"[promis_edanx16_qposition] <> ''",,,,,,
promis_edanx18,pastor_section_7_of_11,EDANX18,radio,"In the past 7 days
I had sudden feelings of panic","1, Never | 2, Rarely | 3, Sometimes | 4, Often | 5, Always",,,,,,"[promis_edanx18_qposition] <> ''",,,,,,
promis_edanx18_tscore,pastor_section_7_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_edanx18_qposition] <> ''",,,,,,
promis_edanx18_stderror,pastor_section_7_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_edanx18_qposition] <> ''",,,,,,
promis_edanx18_qposition,pastor_section_7_of_11,,text,"Question Position",,,integer,,,,"[promis_edanx18_qposition] <> ''",,,,,,
promis_edanx20,pastor_section_7_of_11,EDANX20,radio,"In the past 7 days
I was easily startled","1, Never | 2, Rarely | 3, Sometimes | 4, Often | 5, Always",,,,,,"[promis_edanx20_qposition] <> ''",,,,,,
promis_edanx20_tscore,pastor_section_7_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_edanx20_qposition] <> ''",,,,,,
promis_edanx20_stderror,pastor_section_7_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_edanx20_qposition] <> ''",,,,,,
promis_edanx20_qposition,pastor_section_7_of_11,,text,"Question Position",,,integer,,,,"[promis_edanx20_qposition] <> ''",,,,,,
promis_edanx21,pastor_section_7_of_11,EDANX21,radio,"In the past 7 days
I had trouble paying attention","1, Never | 2, Rarely | 3, Sometimes | 4, Often | 5, Always",,,,,,"[promis_edanx21_qposition] <> ''",,,,,,
promis_edanx21_tscore,pastor_section_7_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_edanx21_qposition] <> ''",,,,,,
promis_edanx21_stderror,pastor_section_7_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_edanx21_qposition] <> ''",,,,,,
promis_edanx21_qposition,pastor_section_7_of_11,,text,"Question Position",,,integer,,,,"[promis_edanx21_qposition] <> ''",,,,,,
promis_edanx24,pastor_section_7_of_11,EDANX24,radio,"In the past 7 days
I avoided public places or activities","1, Never | 2, Rarely | 3, Sometimes | 4, Often | 5, Always",,,,,,"[promis_edanx24_qposition] <> ''",,,,,,
promis_edanx24_tscore,pastor_section_7_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_edanx24_qposition] <> ''",,,,,,
promis_edanx24_stderror,pastor_section_7_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_edanx24_qposition] <> ''",,,,,,
promis_edanx24_qposition,pastor_section_7_of_11,,text,"Question Position",,,integer,,,,"[promis_edanx24_qposition] <> ''",,,,,,
promis_edanx26,pastor_section_7_of_11,EDANX26,radio,"In the past 7 days
I felt fidgety","1, Never | 2, Rarely | 3, Sometimes | 4, Often | 5, Always",,,,,,"[promis_edanx26_qposition] <> ''",,,,,,
promis_edanx26_tscore,pastor_section_7_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_edanx26_qposition] <> ''",,,,,,
promis_edanx26_stderror,pastor_section_7_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_edanx26_qposition] <> ''",,,,,,
promis_edanx26_qposition,pastor_section_7_of_11,,text,"Question Position",,,integer,,,,"[promis_edanx26_qposition] <> ''",,,,,,
promis_edanx27,pastor_section_7_of_11,EDANX27,radio,"In the past 7 days
I felt something awful would happen","1, Never | 2, Rarely | 3, Sometimes | 4, Often | 5, Always",,,,,,"[promis_edanx27_qposition] <> ''",,,,,,
promis_edanx27_tscore,pastor_section_7_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_edanx27_qposition] <> ''",,,,,,
promis_edanx27_stderror,pastor_section_7_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_edanx27_qposition] <> ''",,,,,,
promis_edanx27_qposition,pastor_section_7_of_11,,text,"Question Position",,,integer,,,,"[promis_edanx27_qposition] <> ''",,,,,,
promis_edanx30,pastor_section_7_of_11,EDANX30,radio,"In the past 7 days
I felt worried","1, Never | 2, Rarely | 3, Sometimes | 4, Often | 5, Always",,,,,,"[promis_edanx30_qposition] <> ''",,,,,,
promis_edanx30_tscore,pastor_section_7_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_edanx30_qposition] <> ''",,,,,,
promis_edanx30_stderror,pastor_section_7_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_edanx30_qposition] <> ''",,,,,,
promis_edanx30_qposition,pastor_section_7_of_11,,text,"Question Position",,,integer,,,,"[promis_edanx30_qposition] <> ''",,,,,,
promis_edanx33,pastor_section_7_of_11,EDANX33,radio,"In the past 7 days
I felt terrified","1, Never | 2, Rarely | 3, Sometimes | 4, Often | 5, Always",,,,,,"[promis_edanx33_qposition] <> ''",,,,,,
promis_edanx33_tscore,pastor_section_7_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_edanx33_qposition] <> ''",,,,,,
promis_edanx33_stderror,pastor_section_7_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_edanx33_qposition] <> ''",,,,,,
promis_edanx33_qposition,pastor_section_7_of_11,,text,"Question Position",,,integer,,,,"[promis_edanx33_qposition] <> ''",,,,,,
promis_edanx37,pastor_section_7_of_11,EDANX37,radio,"In the past 7 days
I worried about other people's reactions to me","1, Never | 2, Rarely | 3, Sometimes | 4, Often | 5, Always",,,,,,"[promis_edanx37_qposition] <> ''",,,,,,
promis_edanx37_tscore,pastor_section_7_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_edanx37_qposition] <> ''",,,,,,
promis_edanx37_stderror,pastor_section_7_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_edanx37_qposition] <> ''",,,,,,
promis_edanx37_qposition,pastor_section_7_of_11,,text,"Question Position",,,integer,,,,"[promis_edanx37_qposition] <> ''",,,,,,
promis_edanx40,pastor_section_7_of_11,EDANX40,radio,"In the past 7 days
I found it hard to focus on anything other than my anxiety","1, Never | 2, Rarely | 3, Sometimes | 4, Often | 5, Always",,,,,,"[promis_edanx40_qposition] <> ''",,,,,,
promis_edanx40_tscore,pastor_section_7_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_edanx40_qposition] <> ''",,,,,,
promis_edanx40_stderror,pastor_section_7_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_edanx40_qposition] <> ''",,,,,,
promis_edanx40_qposition,pastor_section_7_of_11,,text,"Question Position",,,integer,,,,"[promis_edanx40_qposition] <> ''",,,,,,
promis_edanx41,pastor_section_7_of_11,EDANX41,radio,"In the past 7 days
My worries overwhelmed me","1, Never | 2, Rarely | 3, Sometimes | 4, Often | 5, Always",,,,,,"[promis_edanx41_qposition] <> ''",,,,,,
promis_edanx41_tscore,pastor_section_7_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_edanx41_qposition] <> ''",,,,,,
promis_edanx41_stderror,pastor_section_7_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_edanx41_qposition] <> ''",,,,,,
promis_edanx41_qposition,pastor_section_7_of_11,,text,"Question Position",,,integer,,,,"[promis_edanx41_qposition] <> ''",,,,,,
promis_edanx44,pastor_section_7_of_11,EDANX44,radio,"In the past 7 days
I had twitching or trembling muscles","1, Never | 2, Rarely | 3, Sometimes | 4, Often | 5, Always",,,,,,"[promis_edanx44_qposition] <> ''",,,,,,
promis_edanx44_tscore,pastor_section_7_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_edanx44_qposition] <> ''",,,,,,
promis_edanx44_stderror,pastor_section_7_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_edanx44_qposition] <> ''",,,,,,
promis_edanx44_qposition,pastor_section_7_of_11,,text,"Question Position",,,integer,,,,"[promis_edanx44_qposition] <> ''",,,,,,
promis_edanx46,pastor_section_7_of_11,EDANX46,radio,"In the past 7 days
I felt nervous","1, Never | 2, Rarely | 3, Sometimes | 4, Often | 5, Always",,,,,,"[promis_edanx46_qposition] <> ''",,,,,,
promis_edanx46_tscore,pastor_section_7_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_edanx46_qposition] <> ''",,,,,,
promis_edanx46_stderror,pastor_section_7_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_edanx46_qposition] <> ''",,,,,,
promis_edanx46_qposition,pastor_section_7_of_11,,text,"Question Position",,,integer,,,,"[promis_edanx46_qposition] <> ''",,,,,,
promis_edanx47,pastor_section_7_of_11,EDANX47,radio,"In the past 7 days
I felt indecisive","1, Never | 2, Rarely | 3, Sometimes | 4, Often | 5, Always",,,,,,"[promis_edanx47_qposition] <> ''",,,,,,
promis_edanx47_tscore,pastor_section_7_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_edanx47_qposition] <> ''",,,,,,
promis_edanx47_stderror,pastor_section_7_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_edanx47_qposition] <> ''",,,,,,
promis_edanx47_qposition,pastor_section_7_of_11,,text,"Question Position",,,integer,,,,"[promis_edanx47_qposition] <> ''",,,,,,
promis_edanx48,pastor_section_7_of_11,EDANX48,radio,"In the past 7 days
Many situations made me worry","1, Never | 2, Rarely | 3, Sometimes | 4, Often | 5, Always",,,,,,"[promis_edanx48_qposition] <> ''",,,,,,
promis_edanx48_tscore,pastor_section_7_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_edanx48_qposition] <> ''",,,,,,
promis_edanx48_stderror,pastor_section_7_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_edanx48_qposition] <> ''",,,,,,
promis_edanx48_qposition,pastor_section_7_of_11,,text,"Question Position",,,integer,,,,"[promis_edanx48_qposition] <> ''",,,,,,
promis_edanx49,pastor_section_7_of_11,EDANX49,radio,"In the past 7 days
I had difficulty sleeping","1, Never | 2, Rarely | 3, Sometimes | 4, Often | 5, Always",,,,,,"[promis_edanx49_qposition] <> ''",,,,,,
promis_edanx49_tscore,pastor_section_7_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_edanx49_qposition] <> ''",,,,,,
promis_edanx49_stderror,pastor_section_7_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_edanx49_qposition] <> ''",,,,,,
promis_edanx49_qposition,pastor_section_7_of_11,,text,"Question Position",,,integer,,,,"[promis_edanx49_qposition] <> ''",,,,,,
promis_edanx51,pastor_section_7_of_11,EDANX51,radio,"In the past 7 days
I had trouble relaxing","1, Never | 2, Rarely | 3, Sometimes | 4, Often | 5, Always",,,,,,"[promis_edanx51_qposition] <> ''",,,,,,
promis_edanx51_tscore,pastor_section_7_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_edanx51_qposition] <> ''",,,,,,
promis_edanx51_stderror,pastor_section_7_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_edanx51_qposition] <> ''",,,,,,
promis_edanx51_qposition,pastor_section_7_of_11,,text,"Question Position",,,integer,,,,"[promis_edanx51_qposition] <> ''",,,,,,
promis_edanx53,pastor_section_7_of_11,EDANX53,radio,"In the past 7 days
I felt uneasy","1, Never | 2, Rarely | 3, Sometimes | 4, Often | 5, Always",,,,,,"[promis_edanx53_qposition] <> ''",,,,,,
promis_edanx53_tscore,pastor_section_7_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_edanx53_qposition] <> ''",,,,,,
promis_edanx53_stderror,pastor_section_7_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_edanx53_qposition] <> ''",,,,,,
promis_edanx53_qposition,pastor_section_7_of_11,,text,"Question Position",,,integer,,,,"[promis_edanx53_qposition] <> ''",,,,,,
promis_edanx54,pastor_section_7_of_11,EDANX54,radio,"In the past 7 days
I felt tense","1, Never | 2, Rarely | 3, Sometimes | 4, Often | 5, Always",,,,,,"[promis_edanx54_qposition] <> ''",,,,,,
promis_edanx54_tscore,pastor_section_7_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_edanx54_qposition] <> ''",,,,,,
promis_edanx54_stderror,pastor_section_7_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_edanx54_qposition] <> ''",,,,,,
promis_edanx54_qposition,pastor_section_7_of_11,,text,"Question Position",,,integer,,,,"[promis_edanx54_qposition] <> ''",,,,,,
promis_edanx55,pastor_section_7_of_11,EDANX55,radio,"In the past 7 days
I had difficulty calming down","1, Never | 2, Rarely | 3, Sometimes | 4, Often | 5, Always",,,,,,"[promis_edanx55_qposition] <> ''",,,,,,
promis_edanx55_tscore,pastor_section_7_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_edanx55_qposition] <> ''",,,,,,
promis_edanx55_stderror,pastor_section_7_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_edanx55_qposition] <> ''",,,,,,
promis_edanx55_qposition,pastor_section_7_of_11,,text,"Question Position",,,integer,,,,"[promis_edanx55_qposition] <> ''",,,,,,
promis_tscore_7651a8,pastor_section_8_of_11,"FINAL RESULTS",text,T-score,,,number,,,,"[promis_tscore_7651a8] <> ''",,,,,,
promis_std_error_14c619,pastor_section_8_of_11,,text,"Standard Error",,,number,,,,"[promis_std_error_14c619] <> ''",,,,,,
promis_edang01,pastor_section_8_of_11,EDANG01,radio,"In the past 7 days
When I was frustrated, I let it show","1, Never | 2, Rarely | 3, Sometimes | 4, Often | 5, Always",,,,,,"[promis_edang01_qposition] <> ''",,,,,,
promis_edang01_tscore,pastor_section_8_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_edang01_qposition] <> ''",,,,,,
promis_edang01_stderror,pastor_section_8_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_edang01_qposition] <> ''",,,,,,
promis_edang01_qposition,pastor_section_8_of_11,,text,"Question Position",,,integer,,,,"[promis_edang01_qposition] <> ''",,,,,,
promis_edang03,pastor_section_8_of_11,EDANG03,radio,"In the past 7 days
I was irritated more than people knew","1, Never | 2, Rarely | 3, Sometimes | 4, Often | 5, Always",,,,,,"[promis_edang03_qposition] <> ''",,,,,,
promis_edang03_tscore,pastor_section_8_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_edang03_qposition] <> ''",,,,,,
promis_edang03_stderror,pastor_section_8_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_edang03_qposition] <> ''",,,,,,
promis_edang03_qposition,pastor_section_8_of_11,,text,"Question Position",,,integer,,,,"[promis_edang03_qposition] <> ''",,,,,,
promis_edang04,pastor_section_8_of_11,EDANG04,radio,"In the past 7 days
I felt envious of others","1, Never | 2, Rarely | 3, Sometimes | 4, Often | 5, Always",,,,,,"[promis_edang04_qposition] <> ''",,,,,,
promis_edang04_tscore,pastor_section_8_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_edang04_qposition] <> ''",,,,,,
promis_edang04_stderror,pastor_section_8_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_edang04_qposition] <> ''",,,,,,
promis_edang04_qposition,pastor_section_8_of_11,,text,"Question Position",,,integer,,,,"[promis_edang04_qposition] <> ''",,,,,,
promis_edang05,pastor_section_8_of_11,EDANG05,radio,"In the past 7 days
I disagreed with people","1, Never | 2, Rarely | 3, Sometimes | 4, Often | 5, Always",,,,,,"[promis_edang05_qposition] <> ''",,,,,,
promis_edang05_tscore,pastor_section_8_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_edang05_qposition] <> ''",,,,,,
promis_edang05_stderror,pastor_section_8_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_edang05_qposition] <> ''",,,,,,
promis_edang05_qposition,pastor_section_8_of_11,,text,"Question Position",,,integer,,,,"[promis_edang05_qposition] <> ''",,,,,,
promis_edang09,pastor_section_8_of_11,EDANG09,radio,"In the past 7 days
I felt angry","1, Never | 2, Rarely | 3, Sometimes | 4, Often | 5, Always",,,,,,"[promis_edang09_qposition] <> ''",,,,,,
promis_edang09_tscore,pastor_section_8_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_edang09_qposition] <> ''",,,,,,
promis_edang09_stderror,pastor_section_8_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_edang09_qposition] <> ''",,,,,,
promis_edang09_qposition,pastor_section_8_of_11,,text,"Question Position",,,integer,,,,"[promis_edang09_qposition] <> ''",,,,,,
promis_edang10,pastor_section_8_of_11,EDANG10,radio,"In the past 7 days
When I was mad at someone, I gave them the silent treatment","1, Never | 2, Rarely | 3, Sometimes | 4, Often | 5, Always",,,,,,"[promis_edang10_qposition] <> ''",,,,,,
promis_edang10_tscore,pastor_section_8_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_edang10_qposition] <> ''",,,,,,
promis_edang10_stderror,pastor_section_8_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_edang10_qposition] <> ''",,,,,,
promis_edang10_qposition,pastor_section_8_of_11,,text,"Question Position",,,integer,,,,"[promis_edang10_qposition] <> ''",,,,,,
promis_edang11,pastor_section_8_of_11,EDANG11,radio,"In the past 7 days
I felt like breaking things","1, Never | 2, Rarely | 3, Sometimes | 4, Often | 5, Always",,,,,,"[promis_edang11_qposition] <> ''",,,,,,
promis_edang11_tscore,pastor_section_8_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_edang11_qposition] <> ''",,,,,,
promis_edang11_stderror,pastor_section_8_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_edang11_qposition] <> ''",,,,,,
promis_edang11_qposition,pastor_section_8_of_11,,text,"Question Position",,,integer,,,,"[promis_edang11_qposition] <> ''",,,,,,
promis_edang15,pastor_section_8_of_11,EDANG15,radio,"In the past 7 days
I felt like I was ready to explode","1, Never | 2, Rarely | 3, Sometimes | 4, Often | 5, Always",,,,,,"[promis_edang15_qposition] <> ''",,,,,,
promis_edang15_tscore,pastor_section_8_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_edang15_qposition] <> ''",,,,,,
promis_edang15_stderror,pastor_section_8_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_edang15_qposition] <> ''",,,,,,
promis_edang15_qposition,pastor_section_8_of_11,,text,"Question Position",,,integer,,,,"[promis_edang15_qposition] <> ''",,,,,,
promis_edang16,pastor_section_8_of_11,EDANG16,radio,"In the past 7 days
When I was angry, I sulked","1, Never | 2, Rarely | 3, Sometimes | 4, Often | 5, Always",,,,,,"[promis_edang16_qposition] <> ''",,,,,,
promis_edang16_tscore,pastor_section_8_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_edang16_qposition] <> ''",,,,,,
promis_edang16_stderror,pastor_section_8_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_edang16_qposition] <> ''",,,,,,
promis_edang16_qposition,pastor_section_8_of_11,,text,"Question Position",,,integer,,,,"[promis_edang16_qposition] <> ''",,,,,,
promis_edang17,pastor_section_8_of_11,EDANG17,radio,"In the past 7 days
I felt resentful when I didn't get my way","1, Never | 2, Rarely | 3, Sometimes | 4, Often | 5, Always",,,,,,"[promis_edang17_qposition] <> ''",,,,,,
promis_edang17_tscore,pastor_section_8_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_edang17_qposition] <> ''",,,,,,
promis_edang17_stderror,pastor_section_8_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_edang17_qposition] <> ''",,,,,,
promis_edang17_qposition,pastor_section_8_of_11,,text,"Question Position",,,integer,,,,"[promis_edang17_qposition] <> ''",,,,,,
promis_edang18,pastor_section_8_of_11,EDANG18,radio,"In the past 7 days
I felt guilty about my anger","1, Never | 2, Rarely | 3, Sometimes | 4, Often | 5, Always",,,,,,"[promis_edang18_qposition] <> ''",,,,,,
promis_edang18_tscore,pastor_section_8_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_edang18_qposition] <> ''",,,,,,
promis_edang18_stderror,pastor_section_8_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_edang18_qposition] <> ''",,,,,,
promis_edang18_qposition,pastor_section_8_of_11,,text,"Question Position",,,integer,,,,"[promis_edang18_qposition] <> ''",,,,,,
promis_edang21,pastor_section_8_of_11,EDANG21,radio,"In the past 7 days
I felt bitter about things","1, Never | 2, Rarely | 3, Sometimes | 4, Often | 5, Always",,,,,,"[promis_edang21_qposition] <> ''",,,,,,
promis_edang21_tscore,pastor_section_8_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_edang21_qposition] <> ''",,,,,,
promis_edang21_stderror,pastor_section_8_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_edang21_qposition] <> ''",,,,,,
promis_edang21_qposition,pastor_section_8_of_11,,text,"Question Position",,,integer,,,,"[promis_edang21_qposition] <> ''",,,,,,
promis_edang22,pastor_section_8_of_11,EDANG22,radio,"In the past 7 days
I felt that people were trying to anger me","1, Never | 2, Rarely | 3, Sometimes | 4, Often | 5, Always",,,,,,"[promis_edang22_qposition] <> ''",,,,,,
promis_edang22_tscore,pastor_section_8_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_edang22_qposition] <> ''",,,,,,
promis_edang22_stderror,pastor_section_8_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_edang22_qposition] <> ''",,,,,,
promis_edang22_qposition,pastor_section_8_of_11,,text,"Question Position",,,integer,,,,"[promis_edang22_qposition] <> ''",,,,,,
promis_edang26,pastor_section_8_of_11,EDANG26,radio,"In the past 7 days
I held grudges towards others","1, Never | 2, Rarely | 3, Sometimes | 4, Often | 5, Always",,,,,,"[promis_edang26_qposition] <> ''",,,,,,
promis_edang26_tscore,pastor_section_8_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_edang26_qposition] <> ''",,,,,,
promis_edang26_stderror,pastor_section_8_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_edang26_qposition] <> ''",,,,,,
promis_edang26_qposition,pastor_section_8_of_11,,text,"Question Position",,,integer,,,,"[promis_edang26_qposition] <> ''",,,,,,
promis_edang30,pastor_section_8_of_11,EDANG30,radio,"In the past 7 days
I was grouchy","1, Never | 2, Rarely | 3, Sometimes | 4, Often | 5, Always",,,,,,"[promis_edang30_qposition] <> ''",,,,,,
promis_edang30_tscore,pastor_section_8_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_edang30_qposition] <> ''",,,,,,
promis_edang30_stderror,pastor_section_8_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_edang30_qposition] <> ''",,,,,,
promis_edang30_qposition,pastor_section_8_of_11,,text,"Question Position",,,integer,,,,"[promis_edang30_qposition] <> ''",,,,,,
promis_edang31,pastor_section_8_of_11,EDANG31,radio,"In the past 7 days
I was stubborn with others","1, Never | 2, Rarely | 3, Sometimes | 4, Often | 5, Always",,,,,,"[promis_edang31_qposition] <> ''",,,,,,
promis_edang31_tscore,pastor_section_8_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_edang31_qposition] <> ''",,,,,,
promis_edang31_stderror,pastor_section_8_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_edang31_qposition] <> ''",,,,,,
promis_edang31_qposition,pastor_section_8_of_11,,text,"Question Position",,,integer,,,,"[promis_edang31_qposition] <> ''",,,,,,
promis_edang35,pastor_section_8_of_11,EDANG35,radio,"In the past 7 days
I felt annoyed","1, Never | 2, Rarely | 3, Sometimes | 4, Often | 5, Always",,,,,,"[promis_edang35_qposition] <> ''",,,,,,
promis_edang35_tscore,pastor_section_8_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_edang35_qposition] <> ''",,,,,,
promis_edang35_stderror,pastor_section_8_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_edang35_qposition] <> ''",,,,,,
promis_edang35_qposition,pastor_section_8_of_11,,text,"Question Position",,,integer,,,,"[promis_edang35_qposition] <> ''",,,,,,
promis_edang37,pastor_section_8_of_11,EDANG37,radio,"In the past 7 days
I had a bad temper","1, Never | 2, Rarely | 3, Sometimes | 4, Often | 5, Always",,,,,,"[promis_edang37_qposition] <> ''",,,,,,
promis_edang37_tscore,pastor_section_8_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_edang37_qposition] <> ''",,,,,,
promis_edang37_stderror,pastor_section_8_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_edang37_qposition] <> ''",,,,,,
promis_edang37_qposition,pastor_section_8_of_11,,text,"Question Position",,,integer,,,,"[promis_edang37_qposition] <> ''",,,,,,
promis_edang42,pastor_section_8_of_11,EDANG42,radio,"In the past 7 days
I had trouble controlling my temper","1, Never | 2, Rarely | 3, Sometimes | 4, Often | 5, Always",,,,,,"[promis_edang42_qposition] <> ''",,,,,,
promis_edang42_tscore,pastor_section_8_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_edang42_qposition] <> ''",,,,,,
promis_edang42_stderror,pastor_section_8_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_edang42_qposition] <> ''",,,,,,
promis_edang42_qposition,pastor_section_8_of_11,,text,"Question Position",,,integer,,,,"[promis_edang42_qposition] <> ''",,,,,,
promis_edang48,pastor_section_8_of_11,EDANG48,radio,"In the past 7 days
I felt like I needed help for my anger","1, Never | 2, Rarely | 3, Sometimes | 4, Often | 5, Always",,,,,,"[promis_edang48_qposition] <> ''",,,,,,
promis_edang48_tscore,pastor_section_8_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_edang48_qposition] <> ''",,,,,,
promis_edang48_stderror,pastor_section_8_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_edang48_qposition] <> ''",,,,,,
promis_edang48_qposition,pastor_section_8_of_11,,text,"Question Position",,,integer,,,,"[promis_edang48_qposition] <> ''",,,,,,
promis_edang55,pastor_section_8_of_11,EDANG55,radio,"In the past 7 days
I felt like yelling at someone","1, Never | 2, Rarely | 3, Sometimes | 4, Often | 5, Always",,,,,,"[promis_edang55_qposition] <> ''",,,,,,
promis_edang55_tscore,pastor_section_8_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_edang55_qposition] <> ''",,,,,,
promis_edang55_stderror,pastor_section_8_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_edang55_qposition] <> ''",,,,,,
promis_edang55_qposition,pastor_section_8_of_11,,text,"Question Position",,,integer,,,,"[promis_edang55_qposition] <> ''",,,,,,
promis_edang56,pastor_section_8_of_11,EDANG56,radio,"In the past 7 days
Just being around people irritated me","1, Not at all | 2, A little bit | 3, Somewhat | 4, Quite a bit | 5, Very much",,,,,,"[promis_edang56_qposition] <> ''",,,,,,
promis_edang56_tscore,pastor_section_8_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_edang56_qposition] <> ''",,,,,,
promis_edang56_stderror,pastor_section_8_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_edang56_qposition] <> ''",,,,,,
